chr,start,stop
NW_022145599.1,1116485,1134802
NW_022145599.1,1138402,1162397
NW_022145599.1,1165288,1174677
NW_022145599.1,1180329,1207242
NW_022145599.1,1209503,1226116
NW_022145599.1,1250975,1261480
NW_022145599.1,1266305,1293219
NW_022145599.1,1300456,1321557
NW_022145599.1,1323365,1328325
NW_022145599.1,1352276,1364357
NW_022145599.1,1366300,1374607
NW_022145599.1,1389553,1403790
NW_022145599.1,1406220,1438559
NW_022145599.1,1443706,1460157
NW_022145599.1,1466548,1468105
NW_022145599.1,1549957,1556467
NW_022145599.1,1565240,1610952
NW_022145599.1,1611562,1644374
NW_022145599.1,1647625,1656564
NW_022145599.1,1658703,1667401
NW_022145599.1,1672389,1688973
NW_022145599.1,1702688,1704797
NW_022145599.1,1705322,1713117
NW_022145599.1,1718180,1733389
NW_022145599.1,1764185,1772176
NW_022145599.1,1776729,1786175
NW_022145599.1,1788967,1808321
NW_022145599.1,1814944,1824392
NW_022145599.1,1824741,1866463
NW_022145599.1,1866640,1871374
NW_022145599.1,1875294,1892238
NW_022145599.1,1896208,1908184
NW_022145599.1,1947096,2141096
NW_022145599.1,2147185,2168590
NW_022145599.1,2306341,2322654
NW_022145599.1,2332704,2349301
NW_022145599.1,2359897,2424211
NW_022145599.1,2432258,2434557
NW_022145599.1,2439019,2514804
NW_022145599.1,2517354,2524919
NW_022145599.1,2739751,2759210
NW_022145599.1,2765550,2880484
NW_022145599.1,2891168,2900252
NW_022145599.1,2901553,2921382
NW_022145599.1,2923823,2935952
NW_022145599.1,2941194,2949938
NW_022145599.1,2950528,2969498
NW_022145599.1,2975702,2983408
NW_022145599.1,2987134,2992217
NW_022145599.1,3003938,3035056
NW_022145599.1,3042066,3049265
NW_022145599.1,3067066,3088801
NW_022145599.1,3141458,3180827
NW_022145599.1,3181997,3207519
NW_022145599.1,3212442,3269072
NW_022145599.1,3272332,3341988
NW_022145599.1,3345539,3355569
NW_022145599.1,3375711,3380997
NW_022145599.1,3383229,3447255
NW_022145599.1,3449464,3459821
NW_022145599.1,3461154,3469264
NW_022145599.1,3470405,3506639
NW_022145599.1,3510422,3523908
NW_022145599.1,3533651,3542733
NW_022145599.1,3545317,3572481
NW_022145599.1,3578622,3597432
NW_022145599.1,3603409,3608328
NW_022145599.1,3615544,3624285
NW_022145599.1,3628049,3702680
NW_022145599.1,3711858,3716826
NW_022145599.1,3777750,3782756
NW_022145599.1,3788510,3816001
NW_022145599.1,3836434,3845599
NW_022145599.1,3862798,3876091
NW_022145599.1,3880243,3884643
NW_022145599.1,3920713,3938598
NW_022145599.1,4002673,4030882
NW_022145599.1,4065085,4071670
NW_022145599.1,4076254,4103761
NW_022145599.1,4139502,4164175
NW_022145599.1,4166389,4168776
NW_022145599.1,4176904,4199981
NW_022145599.1,4214524,4216895
NW_022145599.1,4226720,4230746
NW_022145599.1,4234385,4240277
NW_022145599.1,4247202,4251228
NW_022145599.1,4274570,4278246
NW_022145599.1,4285369,4321646
NW_022145599.1,4325981,4345216
NW_022145599.1,4357778,4380513
NW_022145599.1,4405463,4441260
NW_022145599.1,4441875,4513235
NW_022145599.1,4528304,4532001
NW_022145599.1,4534533,4541773
NW_022145599.1,4567202,4619691
NW_022145599.1,4619866,4625551
NW_022145599.1,4644039,4677441
NW_022145599.1,4682498,4702574
NW_022145599.1,4704359,4814407
NW_022145599.1,4827184,4830748
NW_022145599.1,4851282,4865101
NW_022145599.1,4876349,4887145
NW_022145599.1,4897903,4902601
NW_022145599.1,4925359,4928308
NW_022145599.1,4935352,4943136
NW_022145599.1,5017004,5044723
NW_022145599.1,5048043,5117404
NW_022145599.1,5122171,5127065
NW_022145599.1,5129540,5183774
NW_022145599.1,5189233,5196200
NW_022145599.1,5230120,5232658
NW_022145599.1,5267782,5300829
NW_022145599.1,5362238,5371438
NW_022145599.1,5386069,5392293
NW_022145599.1,5458938,5461594
NW_022145599.1,5469850,5493477
NW_022145599.1,5501177,5507083
NW_022145599.1,5508013,5521709
NW_022145599.1,5524849,5533023
NW_022145599.1,5543875,5591501
NW_022145599.1,5592601,5598364
NW_022145599.1,5617299,5619749
NW_022145599.1,5665876,5701184
NW_022145599.1,5701235,5749043
NW_022145599.1,5749420,5787496
NW_022145599.1,5789631,5796740
NW_022145599.1,5797918,5814116
NW_022145599.1,5818499,5868236
NW_022145599.1,5871540,5875098
NW_022145599.1,5936743,6052327
NW_022145599.1,6055910,6082509
NW_022145599.1,6086684,6094589
NW_022145599.1,6095524,6113205
NW_022145599.1,6113367,6114434
NW_022145599.1,6122239,6128038
NW_022145599.1,6133514,6139591
NW_022145599.1,6150188,6161190
NW_022145599.1,6164678,6167231
NW_022145599.1,6167309,6172571
NW_022145599.1,6193842,6198107
NW_022145599.1,6212821,6258024
NW_022145599.1,6259556,6263884
NW_022145599.1,6267266,6282018
NW_022145599.1,6303449,6324576
NW_022145599.1,6326806,6341408
NW_022145599.1,6344189,6385819
NW_022145599.1,6392573,6414765
NW_022145599.1,6417230,6427441
NW_022145599.1,6430429,6438899
NW_022145599.1,6444328,6459587
NW_022145599.1,6464906,6480472
NW_022145599.1,6483894,6486886
NW_022145599.1,6489542,6499533
NW_022145599.1,6504893,6512622
NW_022145599.1,6519099,6527541
NW_022145599.1,6529399,6533465
NW_022145599.1,6536309,6541523
NW_022145599.1,6543613,6551204
NW_022145599.1,6551991,6558785
NW_022145599.1,6569829,6573645
NW_022145599.1,6579705,6596327
NW_022145599.1,6615767,6617794
NW_022145599.1,6625127,6642089
NW_022145599.1,6644864,6650177
NW_022145599.1,6652809,6670012
NW_022145599.1,6672853,6689625
NW_022145599.1,6699184,6703163
NW_022145599.1,6726071,6732085
NW_022145599.1,6752904,6760517
NW_022145599.1,6762316,6819828
NW_022145599.1,6822642,6835520
NW_022145599.1,6835796,6851355
NW_022145599.1,6852635,6866970
NW_022145599.1,6870449,6895494
NW_022145599.1,6896721,6899415
NW_022145599.1,6903131,6906695
NW_022145599.1,6911814,6919818
NW_022145599.1,6921635,6936349
NW_022145599.1,6946888,7007570
NW_022145599.1,7014124,7025764
NW_022145599.1,7026271,7045105
NW_022145599.1,7055668,7069777
NW_022145599.1,7079232,7084144
NW_022145599.1,7151781,7159938
NW_022145599.1,7243263,7255015
NW_022145599.1,7263352,7266480
NW_022145599.1,7267765,7285058
NW_022145599.1,7288236,7296877
NW_022145599.1,7301222,7372809
NW_022145599.1,7379807,7389677
NW_022145599.1,7399191,7430468
NW_022145599.1,7436668,7472257
NW_022145599.1,7537915,7599167
NW_022145599.1,7602767,7611513
NW_022145599.1,7615324,7685880
NW_022145599.1,7701497,7709656
NW_022145599.1,7745425,7757554
NW_022145599.1,7763097,7770276
NW_022145599.1,7771628,7782488
NW_022145599.1,7784174,7789273
NW_022145599.1,7840556,7848972
NW_022145599.1,7849766,7913573
NW_022145599.1,7916925,7925835
NW_022145599.1,7925838,7951861
NW_022145599.1,7953486,7963629
NW_022145599.1,7967731,7975036
NW_022145599.1,7980063,7986968
NW_022145599.1,7989766,8028142
NW_022145599.1,8037479,8042276
NW_022145599.1,8048771,8059849
NW_022145599.1,8060306,8088113
NW_022145599.1,8089361,8105659
NW_022145599.1,8106050,8163187
NW_022145599.1,8163729,8193061
NW_022145599.1,8204430,8251839
NW_022145599.1,8259283,8274675
NW_022145599.1,8277687,8283928
NW_022145599.1,8284729,8286686
NW_022145599.1,8290379,8293913
NW_022145599.1,8308770,8315992
NW_022145599.1,8316546,8333917
NW_022145599.1,8334884,8361459
NW_022145599.1,8368576,8375833
NW_022145599.1,8379770,8386473
NW_022145599.1,8389220,8396814
NW_022145599.1,8398111,8406749
NW_022145599.1,8410629,8475191
NW_022145599.1,8500881,8549406
NW_022145599.1,8564054,8572776
NW_022145599.1,8574013,8588153
NW_022145599.1,8600403,8632509
NW_022145599.1,8635073,8692215
NW_022145599.1,8704665,8725819
NW_022145599.1,8743988,8758400
NW_022145599.1,8766474,8771918
NW_022145599.1,8779358,8821356
NW_022145599.1,8823654,8828679
NW_022145599.1,8831087,8881604
NW_022145599.1,8882151,8952276
NW_022145599.1,9024357,9029999
NW_022145599.1,9036027,9041526
NW_022145599.1,9052425,9055708
NW_022145599.1,9058241,9103344
NW_022145599.1,9138389,9143425
NW_022145599.1,9164470,9212917
NW_022145599.1,9229765,9283235
NW_022145599.1,9283714,9290662
NW_022145599.1,9291740,9303510
NW_022145599.1,9323733,9353228
NW_022145599.1,9360776,9381334
NW_022145599.1,9406022,9413488
NW_022145599.1,9420840,9443860
NW_022145599.1,9456179,9491819
NW_022145599.1,9508692,9525759
NW_022145599.1,9530387,9537554
NW_022145599.1,9567679,9581002
NW_022145599.1,9676968,9689951
NW_022145599.1,9743599,9775808
NW_022145599.1,9782007,9788832
NW_022145599.1,9870353,9882957
NW_022145599.1,9890085,9914009
NW_022145599.1,9941498,9999959
NW_022145599.1,10020754,10046886
NW_022145599.1,10056248,10081032
NW_022145599.1,10193866,10204565
NW_022145599.1,10206816,10230607
NW_022145599.1,10253958,10270265
NW_022145599.1,10299724,10320212
NW_022145599.1,10355695,10365281
NW_022145599.1,10365870,10380551
NW_022145599.1,10381855,10402761
NW_022145599.1,10405532,10422505
NW_022145599.1,10429074,10444768
NW_022145599.1,10447445,10460284
NW_022145599.1,10461596,10474710
NW_022145599.1,10476651,10495634
NW_022145599.1,10497943,10501539
NW_022145599.1,10516996,10528608
NW_022145599.1,10533810,10536070
NW_022145599.1,10538206,10550172
NW_022145599.1,10551807,10569919
NW_022145599.1,10571814,10575512
NW_022145599.1,10583302,10673337
NW_022145599.1,10826908,10831996
NW_022145599.1,10838230,10850315
NW_022145599.1,10998432,11027734
NW_022145599.1,11062451,11074345
NW_022145599.1,11075896,11077691
NW_022145599.1,11098428,11101916
NW_022145599.1,11110604,11117672
NW_022145599.1,11149965,11158535
NW_022145599.1,11170649,11199379
NW_022145599.1,11232257,11235745
NW_022145599.1,11244458,11250073
NW_022145599.1,11278380,11311978
NW_022145599.1,11328992,11332507
NW_022145599.1,11346027,11349948
NW_022145599.1,11357109,11363609
NW_022145599.1,11378513,11382659
NW_022145599.1,11389863,11397358
NW_022145599.1,11401573,11452990
NW_022145599.1,11460987,11530742
NW_022145599.1,11530949,11586747
NW_022145599.1,11591484,11604241
NW_022145599.1,11669961,11672960
NW_022145599.1,11744346,11746023
NW_022145599.1,11915393,11952857
NW_022145599.1,11954432,11974262
NW_022145599.1,11985299,12001333
NW_022145599.1,12002197,12041581
NW_022145599.1,12051029,12063179
NW_022145599.1,12067780,12071438
NW_022145599.1,12072697,12074905
NW_022145599.1,12081718,12084892
NW_022145599.1,12096655,12098350
NW_022145599.1,12107425,12112201
NW_022145599.1,12122381,12124901
NW_022145599.1,12128437,12130171
NW_022145599.1,12149666,12152939
NW_022145599.1,12163917,12166195
NW_022145599.1,12171473,12174513
NW_022145599.1,12193947,12196070
NW_022145599.1,12205634,12208325
NW_022145599.1,12220704,12233798
NW_022145599.1,12242491,12274565
NW_022145599.1,12275939,12279102
NW_022145599.1,12285124,12286205
NW_022145599.1,12286849,12287930
NW_022145599.1,12288842,12304340
NW_022145599.1,12309708,12320214
NW_022145599.1,12323654,12330879
NW_022145599.1,12365975,12447980
NW_022145599.1,12497132,12498503
NW_022145599.1,12525253,12531037
NW_022145599.1,12539961,12547387
NW_022145599.1,12549992,12556825
NW_022145599.1,12557506,12560514
NW_022145599.1,12561231,12578826
NW_022145599.1,12588899,12593080
NW_022145599.1,12597296,12600697
NW_022145599.1,12607229,12624479
NW_022145599.1,12624544,12627623
NW_022145599.1,12630444,12634271
NW_022145599.1,12634284,12639912
NW_022145599.1,12644839,12648654
NW_022145599.1,12654546,12696319
NW_022145599.1,12697672,12703921
NW_022145599.1,12712937,12820018
NW_022145599.1,12827626,12862535
NW_022145599.1,12865804,12876081
NW_022145599.1,12876902,12900612
NW_022145599.1,12903888,12911156
NW_022145599.1,12922012,12934693
NW_022145599.1,12947925,12965039
NW_022145599.1,12969706,12987819
NW_022145599.1,12991019,12995180
NW_022145599.1,12997935,13023067
NW_022145599.1,13027672,13049547
NW_022145599.1,13050324,13054797
NW_022145599.1,13067022,13071865
NW_022145599.1,13078374,13143549
NW_022145599.1,13146323,13245843
NW_022145599.1,13252207,13287571
NW_022145599.1,13297797,13313386
NW_022145599.1,13315628,13324330
NW_022145599.1,13347624,13349350
NW_022145599.1,13349559,13352619
NW_022145599.1,13353288,13360741
NW_022145599.1,13362025,13363096
NW_022145599.1,13363235,13364970
NW_022145599.1,13365421,13367091
NW_022145599.1,13425056,13481596
NW_022145599.1,13482234,13494946
NW_022145599.1,13534225,13552064
NW_022145599.1,13553722,13674107
NW_022145599.1,13684345,13691159
NW_022145599.1,13720444,13734338
NW_022145599.1,13740232,13804632
NW_022145599.1,13813414,13820770
NW_022145599.1,13821063,13837598
NW_022145599.1,13846174,13859917
NW_022145599.1,13866441,13869403
NW_022145599.1,13886948,13898707
NW_022145599.1,13948199,13959942
NW_022145599.1,13987841,14019841
NW_022145599.1,14026933,14080574
NW_022145599.1,14084868,14121588
NW_022145599.1,14166057,14181116
NW_022145599.1,14182851,14217698
NW_022145599.1,14220514,14229331
NW_022145599.1,14230156,14285849
NW_022145599.1,14289321,14299718
NW_022145599.1,14301839,14308009
NW_022145599.1,14310367,14322227
NW_022145599.1,14325205,14352845
NW_022145599.1,14379694,14381869
NW_022145599.1,14388954,14420979
NW_022145599.1,14432786,14441253
NW_022145599.1,14488672,14494322
NW_022145599.1,14500134,14516185
NW_022145599.1,14532245,14536632
NW_022145599.1,14538809,14543516
NW_022145599.1,14614126,14617614
NW_022145599.1,14623162,14636585
NW_022145599.1,14640797,14690104
NW_022145599.1,14693183,14718785
NW_022145599.1,14726137,14739211
NW_022145599.1,14745035,14787487
NW_022145599.1,14788717,14792659
NW_022145599.1,14794995,14798762
NW_022145599.1,15014525,15017421
NW_022145599.1,15018481,15022347
NW_022145599.1,15029337,15042756
NW_022145599.1,15057990,15064610
NW_022145599.1,15069638,15078496
NW_022145599.1,15082231,15088881
NW_022145599.1,15091228,15101986
NW_022145599.1,15106484,15117202
NW_022145599.1,15118360,15129313
NW_022145599.1,15131634,15137355
NW_022145599.1,15138776,15142879
NW_022145599.1,15144701,15149018
NW_022145599.1,15156038,15160696
NW_022145599.1,15168300,15175278
NW_022145599.1,15178063,15181625
NW_022145599.1,15182510,15189689
NW_022145599.1,15192217,15197190
NW_022145599.1,15202222,15212145
NW_022145599.1,15215375,15220618
NW_022145599.1,15237795,15240791
NW_022145599.1,15250758,15255339
NW_022145599.1,15279199,15281356
NW_022145599.1,15290047,15293421
NW_022145599.1,15302184,15308830
NW_022145599.1,15329885,15332902
NW_022145599.1,15343590,15346983
NW_022145599.1,15360585,15365273
NW_022145599.1,15371866,15376830
NW_022145599.1,15394918,15408845
NW_022145599.1,15411539,15413861
NW_022145599.1,15419566,15422897
NW_022145599.1,15435149,15442516
NW_022145599.1,15443239,15445748
NW_022145599.1,15488046,15564811
NW_022145599.1,15582190,15587240
NW_022145599.1,15632243,15633719
NW_022145599.1,15663144,15691791
NW_022145599.1,15718585,15769817
NW_022145599.1,15772086,15776615
NW_022145599.1,15795297,15832686
NW_022145599.1,15842090,15848836
NW_022145599.1,15866725,15878180
NW_022145599.1,15879094,15883644
NW_022145599.1,15884342,15888550
NW_022145599.1,15915573,15938815
NW_022145599.1,15940091,15945619
NW_022145599.1,16024500,16077356
NW_022145599.1,16080559,16114422
NW_022145599.1,16118616,16152598
NW_022145599.1,16154656,16180066
NW_022145599.1,16192092,16206000
NW_022145599.1,16224504,16227404
NW_022145599.1,16235624,16237811
NW_022145599.1,16239591,16266882
NW_022145599.1,16317894,16329806
NW_022145599.1,16344297,16376713
NW_022145599.1,16395616,16405972
NW_022145599.1,16485236,16508547
NW_022145599.1,16513203,16520729
NW_022145599.1,16529459,16535655
NW_022145599.1,16539991,16567277
NW_022145599.1,16618220,16651774
NW_022145599.1,16670214,16680903
NW_022145599.1,16758890,16831891
NW_022145599.1,16833774,16845237
NW_022145599.1,16850034,16882774
NW_022145599.1,16885876,16894970
NW_022145599.1,16898260,16912913
NW_022145599.1,16917925,16929695
NW_022145599.1,16931463,16955771
NW_022145599.1,16960611,16971114
NW_022145599.1,16979572,17000696
NW_022145599.1,17001498,17018527
NW_022145599.1,17027185,17051345
NW_022145599.1,17052491,17065091
NW_022145599.1,17067979,17092091
NW_022145599.1,17106856,17117180
NW_022145599.1,17120300,17148281
NW_022145599.1,17166510,17172304
NW_022145599.1,17176655,17190803
NW_022145599.1,17195483,17199492
NW_022145599.1,17216742,17224409
NW_022145599.1,17234244,17240647
NW_022145599.1,17431360,17465973
NW_022145599.1,17470564,17485739
NW_022145599.1,17488379,17506584
NW_022145599.1,17508913,17509994
NW_022145599.1,17521732,17524676
NW_022145599.1,17588206,17622236
NW_022145599.1,17656653,17661663
NW_022145599.1,17679790,17687086
NW_022145599.1,17693301,17721374
NW_022145599.1,17726198,17755072
NW_022145599.1,17785775,17858592
NW_022145599.1,17874997,17887522
NW_022145599.1,17942023,18036152
NW_022145599.1,18037783,18042451
NW_022145599.1,18044914,18056272
NW_022145599.1,18062458,18087623
NW_022145599.1,18115386,18116748
NW_022145599.1,18146546,18148329
NW_022145599.1,18206396,18223511
NW_022145599.1,18224460,18228619
NW_022145599.1,18241161,18244670
NW_022145599.1,18255635,18294471
NW_022145599.1,18329021,18340778
NW_022145599.1,18347789,18394191
NW_022145599.1,18398179,18470732
NW_022145599.1,18476164,18513669
NW_022145599.1,18517662,18523470
NW_022145599.1,18531042,18560532
NW_022145599.1,18581827,18643434
NW_022145599.1,18669374,18680182
NW_022145599.1,18682437,18689376
NW_022145599.1,18699625,18718473
NW_022145599.1,18735049,18769077
NW_022145599.1,18778579,18789584
NW_022145599.1,18793533,18813016
NW_022145599.1,18825597,18831108
NW_022145599.1,18836695,18858345
NW_022145599.1,18862833,18868750
NW_022145599.1,18916511,18918529
NW_022145599.1,18956851,18964270
NW_022145599.1,18964741,18991841
NW_022145599.1,18994601,19014582
NW_022145599.1,19016362,19031255
NW_022145599.1,19036462,19043541
NW_022145599.1,19044024,19069847
NW_022145599.1,19073469,19109197
NW_022145599.1,19109981,19215647
NW_022145599.1,19253501,19269956
NW_022145599.1,19310695,19313283
NW_022145599.1,19334140,19355211
NW_022145599.1,19358282,19362970
NW_022145599.1,19363733,19378775
NW_022145599.1,19382784,19395531
NW_022145599.1,19415521,19446537
NW_022145599.1,19484907,19500561
NW_022145599.1,19500834,19513833
NW_022145599.1,19513927,19520461
NW_022145599.1,19533239,19597093
NW_022145599.1,19601186,19627619
NW_022145599.1,19631557,19673540
NW_022145599.1,19677119,19689822
NW_022145599.1,19692458,19700381
NW_022145599.1,19704222,19705293
NW_022145599.1,19707593,19708664
NW_022145599.1,19713688,19716825
NW_022145599.1,19731083,19734676
NW_022145599.1,19762181,19766468
NW_022145599.1,19769956,19772257
NW_022145599.1,19786570,19792733
NW_022145599.1,19801436,19901450
NW_022145599.1,19986879,19988877
NW_022145599.1,20029704,20088482
NW_022145599.1,20090408,20099839
NW_022145599.1,20100977,20127294
NW_022145599.1,20140655,20163910
NW_022145599.1,20170010,20174388
NW_022145599.1,20175199,20243347
NW_022145599.1,20248972,20253704
NW_022145599.1,20257465,20261060
NW_022145599.1,20277069,20288383
NW_022145599.1,20316894,20340773
NW_022145599.1,20344114,20349228
NW_022145599.1,20452092,20455445
NW_022145599.1,20535648,20543346
NW_022145599.1,20549167,20552319
NW_022145599.1,20565784,20574841
NW_022145599.1,20578996,20625259
NW_022145599.1,20630088,20646978
NW_022145599.1,20655141,20679728
NW_022145599.1,20680910,20687299
NW_022145599.1,20695424,20702039
NW_022145599.1,20705965,20710614
NW_022145599.1,20721239,20742360
NW_022145599.1,20743354,20761623
NW_022145599.1,20762963,20769738
NW_022145599.1,20772517,20780190
NW_022145599.1,20781947,20799403
NW_022145599.1,20803431,20834955
NW_022145599.1,20846521,20886518
NW_022145599.1,20887154,20920728
NW_022145599.1,20929401,20935876
NW_022145599.1,20938889,20943033
NW_022145599.1,20963670,20998544
NW_022145599.1,21008226,21041795
NW_022145599.1,21054497,21062677
NW_022145599.1,21076716,21084671
NW_022145599.1,21086218,21097807
NW_022145599.1,21104671,21170954
NW_022145599.1,21177299,21181196
NW_022145599.1,21192774,21204621
NW_022145599.1,21212095,21248141
NW_022145599.1,21251758,21257647
NW_022145599.1,21259794,21267894
NW_022145599.1,21280441,21287513
NW_022145599.1,21289056,21297433
NW_022145599.1,21299526,21300924
NW_022145599.1,21302162,21326583
NW_022145599.1,21336757,21337829
NW_022145599.1,21340377,21346075
NW_022145599.1,21379884,21382665
NW_022145599.1,21390059,21420242
NW_022145599.1,21435271,21440953
NW_022145599.1,21445523,21446900
NW_022145599.1,21450866,21452246
NW_022145599.1,21461287,21470934
NW_022145599.1,21471403,21485878
NW_022145599.1,21507623,21516916
NW_022145599.1,21527968,21530638
NW_022145599.1,21531712,21543211
NW_022145599.1,21543817,21570547
NW_022145599.1,21574491,21583057
NW_022145599.1,21584356,21595056
NW_022145599.1,21603991,21622594
NW_022145599.1,21624591,21629381
NW_022145599.1,21630008,21647895
NW_022145599.1,21649780,21658318
NW_022145599.1,21669045,21670605
NW_022145599.1,21694179,21728883
NW_022145599.1,21773808,21777387
NW_022145599.1,21799369,21845437
NW_022145599.1,22050033,22052988
NW_022145599.1,22059436,22061719
NW_022145599.1,22064609,22069294
NW_022145599.1,22072748,22076017
NW_022145599.1,22084658,22089841
NW_022145599.1,22158724,22167485
NW_022145599.1,22224928,22227503
NW_022145599.1,22256418,22279192
NW_022145599.1,22327735,22347123
NW_022145599.1,22348354,22408412
NW_022145599.1,22414271,22419094
NW_022145599.1,22427227,22444124
NW_022145599.1,22453439,22487103
NW_022145599.1,22490403,22494831
NW_022145599.1,22497398,22511554
NW_022145599.1,22522219,22531390
NW_022145599.1,22626330,22645703
NW_022145599.1,22655164,22697134
NW_022145599.1,22724003,22788526
NW_022145599.1,22792328,22811998
NW_022145599.1,22820531,22834750
NW_022145599.1,22855917,22880629
NW_022145599.1,22884812,22897350
NW_022145599.1,22914532,22919250
NW_022145599.1,22962901,22967453
NW_022145599.1,22997210,23027958
NW_022145599.1,23043180,23082148
NW_022145599.1,23091409,23105035
NW_022145599.1,23105401,23108860
NW_022145599.1,23108955,23133621
NW_022145599.1,23134645,23172677
NW_022145599.1,23232569,23296569
NW_022145599.1,23298996,23330586
NW_022145599.1,23334843,23370985
NW_022145599.1,23382776,23444183
NW_022145599.1,23451057,23454309
NW_022145599.1,23457891,23488066
NW_022145599.1,23491475,23502507
NW_022145599.1,23505884,23560958
NW_022145599.1,23561030,23582044
NW_022145599.1,23619453,23653899
NW_022145599.1,23660266,23667718
NW_022145599.1,23709678,23714243
NW_022145599.1,23735729,23739154
NW_022145599.1,23739365,23744407
NW_022145599.1,23776668,23817238
NW_022145599.1,23840556,23850583
NW_022145599.1,23863494,23864891
NW_022145599.1,23865658,23868098
NW_022145599.1,23868626,23870052
NW_022145599.1,23870604,23871685
NW_022145599.1,23933597,23937778
NW_022145599.1,23941715,23955966
NW_022145599.1,23960376,23974320
NW_022145599.1,23977106,23993158
NW_022145599.1,23995630,23999798
NW_022145599.1,24004419,24016124
NW_022145599.1,24035336,24067124
NW_022145599.1,24072256,24084626
NW_022145599.1,24089585,24102216
NW_022145599.1,24108805,24130844
NW_022145599.1,24138533,24145313
NW_022145599.1,24170263,24173747
NW_022145599.1,24176448,24193944
NW_022145599.1,24252444,24255229
NW_022145599.1,24259080,24265749
NW_022145599.1,24272074,24273469
NW_022145599.1,24283595,24286242
NW_022145599.1,24299739,24303631
NW_022145599.1,24332795,24344192
NW_022145599.1,24346544,24353794
NW_022145599.1,24355628,24374019
NW_022145599.1,24375900,24407377
NW_022145599.1,24413207,24418615
NW_022145599.1,24420130,24442109
NW_022145599.1,24443329,24457303
NW_022145599.1,24542155,24547410
NW_022145599.1,24548291,24553900
NW_022145599.1,24561387,24568164
NW_022145599.1,24589484,24604221
NW_022145599.1,24605968,24631778
NW_022145599.1,24633812,24639516
NW_022145599.1,24640013,24647898
NW_022145599.1,24652533,24658218
NW_022145599.1,24658861,24663005
NW_022145599.1,24664386,24696580
NW_022145599.1,24698022,24719222
NW_022145599.1,24722177,24738544
NW_022145599.1,24740810,24763728
NW_022145599.1,24763746,24768977
NW_022145599.1,24770767,24779657
NW_022145599.1,24789595,24793650
NW_022145599.1,24842872,24847702
NW_022145599.1,24861690,24865896
NW_022145599.1,24872184,24876976
NW_022145599.1,24882844,24902485
NW_022145599.1,24910096,24914873
NW_022145599.1,24918554,24940205
NW_022145599.1,24942290,24947416
NW_022145599.1,24951499,24962818
NW_022145599.1,24968441,25044428
NW_022145599.1,25047265,25059925
NW_022145599.1,25073064,25080654
NW_022145599.1,25086229,25126815
NW_022145599.1,25135461,25161857
NW_022145599.1,25162961,25172888
NW_022145599.1,25179967,25204185
NW_022145599.1,25207602,25244378
NW_022145599.1,25248770,25274196
NW_022145599.1,25292209,25298287
NW_022145599.1,25308265,25319024
NW_022145599.1,25323111,25345098
NW_022145599.1,25367936,25369481
NW_022145599.1,25374489,25376543
NW_022145599.1,25380257,25383804
NW_022145599.1,25383850,25434396
NW_022145599.1,25448533,25454460
NW_022145599.1,25483985,25490982
NW_022145599.1,25499736,25522230
NW_022145599.1,25532944,25536999
NW_022145599.1,25538204,25542648
NW_022145599.1,25549699,25557924
NW_022145599.1,25571406,25575241
NW_022145599.1,25578186,25582825
NW_022145599.1,25736317,25761779
NW_022145599.1,25782239,25789549
NW_022145599.1,25793884,25797196
NW_022145599.1,25799888,25803325
NW_022145599.1,25859774,25863375
NW_022145599.1,25903043,25905110
NW_022145599.1,25935045,25936575
NW_022145599.1,26005201,26010344
NW_022145599.1,26125832,26128133
NW_022145599.1,26133976,26211000
NW_022145599.1,26213133,26226422
NW_022145599.1,26231264,26258797
NW_022145599.1,26264960,26272936
NW_022145599.1,26277886,26282124
NW_022145599.1,26283939,26299445
NW_022145599.1,26315420,26344268
NW_022145599.1,26354450,26377847
NW_022145599.1,26385148,26402284
NW_022145599.1,26522125,26533273
NW_022145599.1,26546243,26553357
NW_022145599.1,26557010,26564367
NW_022145599.1,26567433,26579376
NW_022145599.1,26583926,26598055
NW_022145599.1,26600888,26608626
NW_022145599.1,26609954,26620177
NW_022145599.1,26623339,26633636
NW_022145599.1,26680589,26684443
NW_022145599.1,26697305,26731107
NW_022145599.1,26732632,26802316
NW_022145599.1,26807260,26871930
NW_022145599.1,27047399,27055285
NW_022145599.1,27063810,27082299
NW_022145599.1,27087108,27110933
NW_022145599.1,27120968,27134877
NW_022145599.1,27136249,27140915
NW_022145599.1,27143228,27150850
NW_022145599.1,27155272,27174387
NW_022145599.1,27177353,27181473
NW_022145599.1,27185944,27207032
NW_022145599.1,27218780,27228241
NW_022145599.1,27236359,27245598
NW_022145599.1,27254799,27266184
NW_022145599.1,27273999,27284075
NW_022145599.1,27292947,27305505
NW_022145599.1,27308940,27323019
NW_022145599.1,27324308,27326165
NW_022145599.1,27366091,27382555
NW_022145599.1,27385327,27388702
NW_022145599.1,27390874,27396561
NW_022145599.1,27401144,27404782
NW_022145599.1,27407151,27417362
NW_022145599.1,27442732,27462784
NW_022145599.1,27469264,27477346
NW_022145599.1,27478350,27517000
NW_022145599.1,27518362,27522413
NW_022145599.1,27527288,27558684
NW_022145599.1,27567652,27626334
NW_022145599.1,27663414,27710543
NW_022145599.1,27713426,27746372
NW_022145599.1,27759591,27766627
NW_022145599.1,27768791,27772413
NW_022145599.1,27779957,27819469
NW_022145599.1,27824923,27828711
NW_022145599.1,27856665,27869079
NW_022145599.1,27869879,27877976
NW_022145599.1,27970298,28122262
