NCBI scaffold number,mapped_start,mapped_stop
NW_022145599.1,32525838,32527153
NW_022145570.1,1725754,1727536
NW_022145611.1,17511326,17533859
NW_022144996.1,34,60631
NW_022145601.1,16684090,16685130
NW_022145601.1,16688479,16692075
NW_022145606.1,47393200,47395805
NW_022145560.1,1211917,1214506
NW_022145613.1,15596643,15624705
NW_022145606.1,19136419,19142499
NW_022145606.1,19136611,19142499
NW_022145606.1,19136619,19142499
NW_022145606.1,19136621,19142499
NW_022145606.1,19136621,19142499
NW_022145606.1,19137404,19142499
NW_022145606.1,19137461,19142499
NW_022145606.1,19137591,19142499
NW_022145606.1,19139872,19142499
NW_022145598.1,12652066,12655954
NW_022145598.1,12273768,12278370
NW_022145606.1,16760413,16761864
NW_022145606.1,16834405,16835394
NW_022145606.1,16834405,16835406
NW_022145606.1,16834405,16835406
NW_022145606.1,16835491,16838983
NW_022145606.1,16843436,16845650
NW_022145607.1,3216451,3217278
NW_022145606.1,39053012,39058163
NW_022145613.1,16107545,16108553
NW_022145599.1,25435782,25493098
NW_022145599.1,25435521,25493611
NW_022145599.1,25435777,25492783
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145599.1,25435521,25492956
NW_022145599.1,25435777,25492707
NW_022145599.1,25430174,25517622
NW_022145606.1,35216439,35315339
NW_022145599.1,25435631,25492956
NW_022145599.1,25430174,25517622
NW_022145599.1,25435724,25492695
NW_022145599.1,25435521,25473901
NW_022145599.1,25430174,25517622
NW_022145599.1,25430174,25517622
NW_022145599.1,25430174,25517622
NW_022145599.1,25430174,25517622
NW_022145543.1,223845,225322
NW_022145599.1,25454659,25458465
NW_022145600.1,27118626,27129864
NW_022145600.1,29380050,29391486
NW_022145600.1,21016486,21018934
NW_022145594.1,47554164,47560812
NW_022145604.1,11817210,11819394
NW_022145604.1,12168119,12176713
NW_022145604.1,12168119,12177219
NW_022145604.1,12168119,12177416
NW_022145604.1,12302020,12313051
NW_022145611.1,10538132,10573256
NW_022145611.1,10523251,10573200
NW_022145537.1,4459,29338
NW_022145537.1,253,28618
NW_022145611.1,10565898,10566959
NW_022145611.1,32199582,32202378
NW_022145612.1,18645997,18654387
NW_022145603.1,28131676,28132579
NW_022145596.1,14121778,14123649
NW_022145596.1,14120307,14120774
NW_022145597.1,17911855,17916712
NW_022145607.1,37639459,37643529
NW_022145598.1,17419666,17435086
NW_022145598.1,17419666,17435086
NW_022145598.1,17507735,17509938
NW_022145598.1,17140924,17378191
NW_022145598.1,14049074,14051012
NW_022145563.1,1021677,1024317
NW_022145563.1,926033,933829
NW_022145605.1,7293070,7294722
NW_022145609.1,37221199,37232495
NW_022145609.1,37226314,37238383
NW_022145521.1,122347,135403
NW_022145609.1,37226540,37232495
NW_022145521.1,123538,130290
NW_022145598.1,4840072,4842162
NW_022145549.1,831203,832485
NW_022145604.1,18348289,18350865
NW_022145606.1,26343181,26345650
NW_022145607.1,24271037,24274899
NW_022145607.1,24271037,24274899
NW_022145516.1,817668,821127
NW_022145600.1,11689426,11700455
NW_022145597.1,14673184,14674473
NW_022145597.1,14673184,14675074
NW_022145606.1,49472264,49476442
NW_022145597.1,31626257,31631629
NW_022145614.1,20324466,20331442
NW_022145598.1,14074179,14091101
NW_022145596.1,16720563,16723135
NW_022145596.1,16723317,16725896
NW_022145609.1,22876546,22881465
NW_022145594.1,50075936,50077909
NW_022145594.1,50080382,50082335
NW_022145609.1,22682163,22689699
NW_022145609.1,22658505,22661646
NW_022145609.1,22658505,22661646
NW_022145609.1,22476316,22482007
NW_022145609.1,22225745,22263693
NW_022145609.1,22224364,22263693
NW_022145598.1,16002006,16003318
NW_022145572.1,723926,739294
NW_022145551.1,518916,522502
NW_022145602.1,4205333,4213640
NW_022145551.1,452571,461226
NW_022145602.1,4205333,4213640
NW_022145551.1,452571,461226
NW_022145602.1,4205333,4213640
NW_022145551.1,452571,461226
NW_022145602.1,4205333,4213640
NW_022145551.1,452571,461226
NW_022145597.1,3058818,3059780
NW_022145597.1,3058046,3063476
NW_022145597.1,3058241,3060143
NW_022145597.1,3058241,3060143
NW_022145597.1,3077805,3084191
NW_022145607.1,34021533,34032516
NW_022145596.1,31461813,31466280
NW_022145596.1,31428326,31429375
NW_022145596.1,31390606,31392693
NW_022145609.1,19328032,19359709
NW_022145609.1,19320394,19377411
NW_022145604.1,8599465,8700187
NW_022145603.1,25227863,25229266
NW_022145603.1,25227863,25229259
NW_022145603.1,21612625,21613467
NW_022145574.1,1094935,1095795
NW_022145614.1,24587033,24592082
NW_022145611.1,41511023,41513422
NW_022145611.1,41511023,41513422
NW_022145611.1,41552001,41552524
NW_022145611.1,41709435,41711960
NW_022145611.1,41712954,41717592
NW_022145612.1,20610487,20620919
NW_022145605.1,9805394,9805973
NW_022145605.1,15314954,15412628
NW_022145605.1,15352052,15420012
NW_022145605.1,15380032,15420012
NW_022145605.1,15417229,15420012
NW_022145615.1,15720649,15723896
NW_022145615.1,15660192,15663433
NW_022145613.1,28117366,28122555
NW_022145606.1,39767656,39770688
NW_022145606.1,39767661,39781244
NW_022145606.1,39767662,39781244
NW_022145606.1,39801797,39802684
NW_022145605.1,20458878,20460710
NW_022145612.1,6930431,6970464
NW_022145612.1,6705789,6707970
NW_022145605.1,35855620,35857760
NW_022145605.1,25049779,25051927
NW_022145605.1,18110664,18112827
NW_022145602.1,27342866,27345047
NW_022145601.1,5669928,5672079
NW_022145601.1,12317499,12319188
NW_022145612.1,36178872,36181768
NW_022145595.1,28548767,28573142
NW_022145603.1,17981815,18087314
NW_022145603.1,18004084,18089779
NW_022145603.1,18004084,18089069
NW_022145603.1,17986770,18087314
NW_022145603.1,18015814,18017797
NW_022145603.1,18015814,18017762
NW_022145603.1,18015814,18017663
NW_022145603.1,18015814,18017412
NW_022145603.1,18015814,18016792
NW_022145603.1,17974555,18014918
NW_022145603.1,17986770,18012805
NW_022145603.1,17986770,18012425
NW_022145603.1,17974555,18004083
NW_022145603.1,17974555,17989344
NW_022145601.1,34808166,34810874
NW_022145601.1,34808166,34810871
NW_022145611.1,2542977,2545203
NW_022145611.1,4909672,4917162
NW_022145607.1,40266755,40275612
NW_022145597.1,5578387,5588946
NW_022145443.1,17939,28470
NW_022145611.1,6036993,6040747
NW_022145611.1,6104987,6109163
NW_022145613.1,38576618,38579262
NW_022145463.1,1293,2613
NW_022145598.1,22745315,22753656
NW_022145598.1,20939219,20942129
NW_022145598.1,5888588,5892496
NW_022145605.1,37090792,37102675
NW_022145595.1,29029264,29041992
NW_022145595.1,5700664,5703172
NW_022145612.1,23527501,23529997
NW_022145566.1,106523,109040
NW_022145615.1,8162789,8192332
NW_022145615.1,8164908,8193866
NW_022145615.1,8162789,8192332
NW_022145615.1,8164908,8193866
NW_022145596.1,31782426,31785473
NW_022145599.1,8888802,8899027
NW_022145599.1,8891037,8904908
NW_022145594.1,2405663,2406910
NW_022145600.1,609004,611545
NW_022145600.1,737823,750014
NW_022145600.1,743078,750014
NW_022145600.1,743166,750014
NW_022145600.1,751336,761951
NW_022145600.1,751408,761951
NW_022145600.1,790256,899474
NW_022145600.1,797243,857919
NW_022145600.1,903969,911184
NW_022145600.1,953022,954958
NW_022145600.1,953022,954958
NW_022145600.1,971897,974013
NW_022145612.1,54751601,54752438
NW_022145609.1,29944673,29945518
NW_022145598.1,262075,262914
NW_022145612.1,54727560,54728976
NW_022145612.1,54750165,54752438
NW_022145609.1,29944673,29946953
NW_022145598.1,260672,262914
NW_022145607.1,5049394,5050789
NW_022145607.1,5049394,5051086
NW_022145600.1,19083945,19085132
NW_022145607.1,19606788,19610812
NW_022145607.1,19606788,19610812
NW_022145607.1,19606788,19610812
NW_022145607.1,19606788,19610812
NW_022145600.1,19860311,19862527
NW_022145600.1,19991513,19996809
NW_022145613.1,26946370,26956869
NW_022145613.1,26998347,27002599
NW_022145613.1,26998347,27002599
NW_022145613.1,27000560,27002599
NW_022145613.1,27003980,27008991
NW_022145613.1,27005525,27008991
NW_022145613.1,27010454,27016591
NW_022145613.1,27126383,27128064
NW_022145613.1,27157317,27160482
NW_022145613.1,27157317,27160878
NW_022145613.1,27188437,27190808
NW_022145613.1,27336540,27343523
NW_022145613.1,27332493,27345263
NW_022145613.1,27334732,27345263
NW_022145613.1,27338747,27343523
NW_022145613.1,27409033,27412063
NW_022145598.1,19886564,19889980
NW_022145598.1,19894475,19897860
NW_022145613.1,20646791,20647738
NW_022145598.1,142421,149280
NW_022145607.1,871999,874494
NW_022145605.1,11611535,11614031
NW_022145604.1,13618426,13620921
NW_022145594.1,47209653,47212147
NW_022145607.1,871999,874526
NW_022145605.1,11611535,11614063
NW_022145604.1,13618426,13620953
NW_022145594.1,47209653,47212179
NW_022145594.1,47068779,47070552
NW_022145600.1,19991485,19996826
NW_022145600.1,19991485,19996826
NW_022145575.1,1387864,1389585
NW_022145611.1,3064110,3067801
NW_022145611.1,3362692,3366261
NW_022145611.1,3046862,3051156
NW_022145611.1,3362692,3366890
NW_022145611.1,3046346,3051156
NW_022145610.1,14117822,14131672
NW_022145614.1,19955665,19960910
NW_022145609.1,6995366,7003256
NW_022145603.1,9917685,9922591
NW_022145594.1,17872499,17880100
NW_022145558.1,1062405,1070329
NW_022145558.1,1062728,1068003
NW_022145603.1,15574934,15619315
NW_022145603.1,15574934,15619315
NW_022145603.1,15574959,15619315
NW_022145603.1,15663914,15730784
NW_022145603.1,15663942,15730784
NW_022145603.1,15663957,15730784
NW_022145603.1,15700976,15730784
NW_022145603.1,15752681,15768965
NW_022145603.1,15752685,15770497
NW_022145603.1,15752689,15770497
NW_022145603.1,15752716,15770497
NW_022145603.1,15767308,15770497
NW_022145603.1,15771817,15811963
NW_022145603.1,15771817,15843886
NW_022145603.1,16031923,16036726
NW_022145603.1,23764364,23766674
NW_022145603.1,23647661,23648822
NW_022145612.1,47677376,47682072
NW_022145612.1,47677376,47683986
NW_022145612.1,47680728,47683986
NW_022145610.1,4341429,4346228
NW_022145613.1,15580881,15600518
NW_022145613.1,15580881,15600518
NW_022145607.1,7365083,7367365
NW_022145613.1,17914501,17917670
NW_022145613.1,17932134,17933554
NW_022145612.1,11743363,11752985
NW_022145612.1,11743306,11752985
NW_022145612.1,11743268,11752985
NW_022145612.1,11740599,11752985
NW_022145612.1,11740599,11752985
NW_022145594.1,24838807,24842702
NW_022145607.1,40535345,40538881
NW_022145611.1,38292612,38294961
NW_022145614.1,11723891,11728687
NW_022145614.1,11723974,11728687
NW_022145605.1,38225212,38226065
NW_022145609.1,3405404,3410393
NW_022145550.1,1373663,1378517
NW_022145611.1,20831079,20847444
NW_022145611.1,20836475,20839374
NW_022145603.1,33126371,33132723
NW_022145599.1,5175471,5183346
NW_022145599.1,5047398,5052010
NW_022145612.1,30603226,30604536
NW_022145542.1,75851,77182
NW_022145603.1,17912991,17917255
NW_022145603.1,17913215,17917255
NW_022145603.1,17916885,17945174
NW_022145603.1,17926417,17929433
NW_022145603.1,17932883,17945218
NW_022145602.1,28045177,28049241
NW_022145615.1,2412115,2413186
NW_022145615.1,2406742,2408320
NW_022145615.1,2402852,2403777
NW_022145615.1,2398109,2401171
NW_022145615.1,2395474,2397224
NW_022145615.1,2391210,2392623
NW_022145615.1,2386425,2387716
NW_022145615.1,2319382,2320444
NW_022145615.1,2205485,2207518
NW_022145615.1,2205373,2207518
NW_022145615.1,2202346,2204367
NW_022145615.1,2202346,2204258
NW_022145615.1,2193769,2199371
NW_022145615.1,2193769,2199144
NW_022145605.1,41602062,41608323
NW_022145571.1,984420,993629
NW_022145605.1,41747236,41752205
NW_022145571.1,847128,852404
NW_022145609.1,9363157,9375896
NW_022145609.1,9363029,9375589
NW_022145609.1,9363249,9375452
NW_022145609.1,9363029,9375896
NW_022145609.1,9363038,9375896
NW_022145609.1,9363029,9375452
NW_022145599.1,6122444,6126382
NW_022145595.1,8039030,8043141
NW_022145609.1,1628033,1640188
NW_022145609.1,1628033,1633029
NW_022145607.1,22213162,22327073
NW_022145607.1,22213183,22336346
NW_022145607.1,22304465,22327073
NW_022145607.1,22321138,22327073
NW_022145607.1,22353125,22356486
NW_022145607.1,22732930,22760043
NW_022145607.1,22865992,22902576
NW_022145607.1,22903502,22904664
NW_022145607.1,23047033,23052868
NW_022145607.1,23047033,23052868
NW_022145609.1,29503243,29568737
NW_022145609.1,29505101,29564645
NW_022145594.1,20160443,20166256
NW_022145516.1,378778,384609
NW_022145611.1,26833608,26841797
NW_022145607.1,4130866,4136170
NW_022145605.1,20667592,20669093
NW_022145605.1,20713566,20719382
NW_022145605.1,20043513,20049428
NW_022145605.1,20713566,20719382
NW_022145605.1,20043513,20049428
NW_022145605.1,22314478,22327839
NW_022145605.1,23441599,23442600
NW_022145605.1,22391474,22392475
NW_022145612.1,60972191,60974433
NW_022145612.1,61558484,61560725
NW_022145594.1,34222093,34225040
NW_022145613.1,23074190,23077477
NW_022145609.1,2166649,2168703
NW_022145612.1,41190842,41191815
NW_022145612.1,41190842,41191815
NW_022145612.1,41200336,41204921
NW_022145612.1,41200336,41204943
NW_022145605.1,28154716,28159959
NW_022145576.1,1279948,1283857
NW_022145605.1,28136596,28141598
NW_022145576.1,1262283,1265320
NW_022145605.1,29556558,29560391
NW_022145605.1,31266038,31269495
NW_022145606.1,31172933,31174359
NW_022145606.1,30132984,30134204
NW_022145606.1,31173313,31177101
NW_022145606.1,30130238,30133843
NW_022145606.1,30128183,30131922
NW_022145600.1,17580506,17585311
NW_022145562.1,778988,781030
NW_022145562.1,775977,777299
NW_022145562.1,878504,879527
NW_022145562.1,776139,777263
NW_022145562.1,878564,879527
NW_022145599.1,34027802,34055623
NW_022145599.1,34005171,34049031
NW_022145570.1,2935086,2960359
NW_022145599.1,34027802,34055623
NW_022145599.1,34004919,34049031
NW_022145599.1,34027802,34055623
NW_022145599.1,34004869,34049031
NW_022145599.1,33985376,33994532
NW_022145570.1,2864640,2874215
NW_022145599.1,33985335,33994532
NW_022145570.1,2864599,2874215
NW_022145599.1,33989538,33990138
NW_022145570.1,2868900,2869733
NW_022145602.1,26765949,26768287
NW_022145602.1,26765949,26768287
NW_022145602.1,26765949,26768287
NW_022145602.1,26765949,26768287
NW_022145603.1,13708430,13711472
NW_022145594.1,29603529,29605899
NW_022145603.1,13262331,13266245
NW_022145603.1,13216372,13219557
NW_022145614.1,3862574,3864344
NW_022145612.1,54507967,54509007
NW_022145609.1,6367259,6369010
NW_022145607.1,29129073,29130843
NW_022145597.1,28930840,28931883
NW_022145594.1,36831477,36833115
NW_022145556.1,72046,73816
NW_022145605.1,40327596,40341008
NW_022145605.1,40332483,40338771
NW_022145605.1,40327596,40338771
NW_022145605.1,40327596,40338771
NW_022145605.1,40328054,40336978
NW_022145605.1,40327596,40338771
NW_022145605.1,40328054,40336978
NW_022145605.1,40321457,40338771
NW_022145605.1,40321457,40338771
NW_022145605.1,40321457,40338771
NW_022145605.1,40321457,40338771
NW_022145606.1,49183560,49187833
NW_022145606.1,49185258,49187833
NW_022145611.1,355581,364627
NW_022145609.1,34177664,34183953
NW_022145607.1,39525454,39534032
NW_022145611.1,10191613,10195081
NW_022145611.1,10221381,10280664
NW_022145614.1,18449582,18451440
NW_022145567.1,84400,315760
NW_022145567.1,113392,489637
NW_022145567.1,84400,315760
NW_022145607.1,2899932,2992258
NW_022145607.1,2820019,2820907
NW_022145598.1,20144172,20149111
NW_022145598.1,20144172,20149111
NW_022145596.1,28154933,28155853
NW_022145611.1,44711753,44715355
NW_022145606.1,45157273,45164324
NW_022145612.1,47612581,47614940
NW_022145598.1,19151701,19154581
NW_022145600.1,10583764,10587869
NW_022145610.1,2844214,2846143
NW_022145597.1,26967652,26971194
NW_022145597.1,27464857,27468335
NW_022145597.1,27047018,27050762
NW_022145597.1,27403359,27405833
NW_022145615.1,6282377,6290618
NW_022145615.1,6293765,6299030
NW_022145615.1,6314872,6325757
NW_022145615.1,6554805,6558352
NW_022145615.1,6558445,6566497
NW_022145615.1,6558445,6566499
NW_022145613.1,36081102,36083767
NW_022145613.1,36096033,36099209
NW_022145613.1,36096033,36099209
NW_022145613.1,36100345,36104041
NW_022145613.1,36100345,36104041
NW_022145595.1,19424354,19429668
NW_022145615.1,4227217,4228710
NW_022145594.1,52871865,52873674
NW_022145607.1,2096574,2097360
NW_022145596.1,16910734,16914761
NW_022145596.1,16915283,16919588
NW_022145596.1,18640954,18648620
NW_022145596.1,18640954,18643461
NW_022145606.1,29240509,29249862
NW_022145606.1,30665389,30670307
NW_022145606.1,29428953,29432401
NW_022145595.1,21163831,21188434
NW_022145595.1,21172450,21186188
NW_022145595.1,21143282,21173227
NW_022145614.1,6207093,6210580
NW_022145612.1,13183477,13186064
NW_022145609.1,38695633,38698125
NW_022145606.1,32150455,32153618
NW_022145604.1,8532106,8540578
NW_022145602.1,6188741,6191011
NW_022145597.1,7496250,7499728
NW_022145595.1,21144085,21148444
NW_022145547.1,319459,322343
NW_022145614.1,6207632,6210580
NW_022145612.1,13183477,13186064
NW_022145609.1,10256603,10258323
NW_022145609.1,38695633,38698125
NW_022145606.1,32150455,32153031
NW_022145604.1,11956995,11958651
NW_022145603.1,5266803,5268663
NW_022145602.1,6188741,6190484
NW_022145601.1,8669840,8671558
NW_022145597.1,7496550,7499728
NW_022145595.1,21144085,21147239
NW_022145547.1,319459,321837
NW_022145595.1,21138664,21142148
NW_022145595.1,21136173,21138534
NW_022145607.1,38282916,38284897
NW_022145606.1,24589997,24591055
NW_022145594.1,51597217,51598315
NW_022145606.1,51747004,51760233
NW_022145614.1,5169543,5172048
NW_022145614.1,5035441,5036495
NW_022145614.1,5035422,5036495
NW_022145614.1,5035160,5036495
NW_022145614.1,5035160,5036495
NW_022145611.1,10818130,10821711
NW_022145597.1,6609496,6615594
NW_022145597.1,6609496,6615594
NW_022145597.1,6609469,6615594
NW_022145597.1,6609469,6615594
NW_022145602.1,28311439,28312471
NW_022145597.1,6586909,6589265
NW_022145604.1,4681201,4683230
NW_022145600.1,21120577,21124946
NW_022145598.1,31435908,31438048
NW_022145598.1,31406905,31408327
NW_022145611.1,12626152,12630742
NW_022145602.1,15199683,15200447
NW_022145558.1,527847,529282
NW_022145607.1,35805112,35811716
NW_022145612.1,23281227,23282055
NW_022145612.1,22601428,22610614
NW_022145534.1,434558,442625
NW_022145612.1,22603648,22606795
NW_022145534.1,436037,438902
NW_022145612.1,22451601,22456982
NW_022145534.1,278103,282991
NW_022145612.1,22451158,22456982
NW_022145534.1,277659,282991
NW_022145612.1,22443842,22446029
NW_022145534.1,267866,269830
NW_022145612.1,22433294,22437474
NW_022145534.1,257425,261220
NW_022145612.1,22431174,22437474
NW_022145534.1,256155,261220
NW_022145612.1,22431174,22437474
NW_022145534.1,256155,261220
NW_022145598.1,23958733,23971508
NW_022145602.1,27268073,27273936
NW_022145602.1,27274678,27277740
NW_022145602.1,27314540,27321472
NW_022145602.1,27314600,27320093
NW_022145559.1,966691,973014
NW_022145559.1,958374,972803
NW_022145595.1,13113536,13117337
NW_022145607.1,29075599,29080403
NW_022145604.1,10762982,10764204
NW_022145604.1,10776225,10782767
NW_022145598.1,15648021,15649129
NW_022145598.1,15659861,15683514
NW_022145615.1,34032124,34034669
NW_022145603.1,24522176,24527160
NW_022145603.1,13775351,13779936
NW_022145602.1,27538006,27545653
NW_022145602.1,27544352,27545653
NW_022145597.1,15234097,15236388
NW_022145603.1,33863521,33864274
NW_022145610.1,2220828,2227913
NW_022145604.1,28312974,28316080
NW_022145598.1,14293409,14295078
NW_022145606.1,10709227,10709979
NW_022145606.1,12545440,12546186
NW_022145598.1,34462448,34466505
NW_022145612.1,34047596,34064068
NW_022145612.1,34052152,34064068
NW_022145609.1,8512374,8515073
NW_022145609.1,9349091,9351785
NW_022145606.1,28489385,28497516
NW_022145606.1,28489385,28494875
NW_022145614.1,1866156,1867750
NW_022145614.1,2019525,2022622
NW_022145614.1,4744411,4746049
NW_022145614.1,4600022,4601454
NW_022145614.1,4600017,4601454
NW_022145614.1,4586278,4586961
NW_022145603.1,11446556,11452849
NW_022145603.1,11746779,11753173
NW_022145603.1,11751572,11753173
NW_022145594.1,28719836,28721134
NW_022145514.1,1095771,1096229
NW_022145614.1,24011588,24022409
NW_022145514.1,984681,995202
NW_022145614.1,24001251,24010140
NW_022145514.1,976645,983350
NW_022145606.1,39846597,39850397
NW_022145609.1,31842447,31843489
NW_022145609.1,31847672,31850972
NW_022145613.1,8697519,8699512
NW_022145606.1,43056073,43060012
NW_022145611.1,3295181,3300655
NW_022145611.1,3295181,3300631
NW_022145611.1,3295181,3300621
NW_022145611.1,3295181,3300621
NW_022145611.1,3295181,3299372
NW_022145611.1,3176065,3180105
NW_022145611.1,3158512,3170959
NW_022145611.1,15211859,15214892
NW_022145600.1,11737803,11739963
NW_022145607.1,15326573,15334110
NW_022145607.1,15326573,15334053
NW_022145607.1,14022377,14025329
NW_022145607.1,15253077,15256818
NW_022145604.1,22344426,22346928
NW_022145604.1,22339004,22342256
NW_022145604.1,22123785,22127937
NW_022145604.1,22019492,22025605
NW_022145612.1,14788838,14795524
NW_022145612.1,14788866,14795524
NW_022145612.1,14788882,14795524
NW_022145609.1,37489121,37492066
NW_022145600.1,8488322,8496071
NW_022145600.1,8501525,8505698
NW_022145600.1,8511509,8535359
NW_022145600.1,8373623,8393090
NW_022145600.1,8525717,8535359
NW_022145600.1,8383073,8393090
NW_022145600.1,8525719,8535359
NW_022145600.1,8383073,8393090
NW_022145600.1,8525720,8535359
NW_022145600.1,8383073,8393090
NW_022145600.1,8527504,8535359
NW_022145600.1,8384506,8393090
NW_022145600.1,8760467,8803886
NW_022145600.1,29951103,29951694
NW_022145599.1,7512337,7513333
NW_022145611.1,30734901,30739649
NW_022145598.1,373848,375146
NW_022145598.1,350035,357126
NW_022145613.1,22407113,22411039
NW_022145613.1,22603573,22619464
NW_022145613.1,22603573,22619464
NW_022145613.1,22603573,22674842
NW_022145613.1,22603573,22674843
NW_022145599.1,25859314,25862486
NW_022145595.1,14963953,15013062
NW_022145614.1,6842743,6846341
NW_022145614.1,6842743,6846341
NW_022145609.1,15379895,15382448
NW_022145609.1,15040373,15043100
NW_022145596.1,13728413,13735016
NW_022145609.1,28775317,28782760
NW_022145609.1,11096743,11102858
NW_022145599.1,30213248,30216344
NW_022145607.1,35432813,35478818
NW_022145606.1,14622593,14623863
NW_022145606.1,14501780,14503916
NW_022145613.1,25535728,25554534
NW_022145613.1,25379535,25384949
NW_022145600.1,2162411,2163376
NW_022145595.1,776008,779510
NW_022145595.1,776008,787719
NW_022145610.1,112521,113922
NW_022145613.1,38235256,38239566
NW_022145613.1,38358630,38363211
NW_022145615.1,27219420,27221921
NW_022145615.1,27142282,27144423
NW_022145615.1,27132202,27134941
NW_022145615.1,27124352,27151190
NW_022145605.1,38988349,38991855
NW_022145600.1,6971094,6976149
NW_022145606.1,42281167,42282698
NW_022145594.1,24634575,24637151
NW_022145604.1,30986223,30987818
NW_022145541.1,191890,193780
NW_022145599.1,17198898,17199549
NW_022145599.1,17618872,17622389
NW_022145599.1,17756471,17764540
NW_022145612.1,13417515,13420003
NW_022145598.1,6844851,6846893
NW_022145598.1,6413997,6416043
NW_022145599.1,20545439,20548105
NW_022145552.1,1154624,1157284
NW_022145599.1,20549162,20551345
NW_022145596.1,25703075,25706523
NW_022145596.1,25700757,25702515
NW_022145610.1,34977997,34985333
NW_022145594.1,16541774,16543188
NW_022145594.1,16602360,16603348
NW_022145594.1,40307555,40316450
NW_022145594.1,40309133,40316450
NW_022145594.1,40312991,40316450
NW_022145614.1,5468466,5469556
NW_022145597.1,28986936,29015385
NW_022145597.1,29008752,29015280
NW_022145597.1,29008752,29016399
NW_022145597.1,29030279,29033069
NW_022145597.1,29023393,29039729
NW_022145597.1,29023393,29039737
NW_022145597.1,29055544,29065483
NW_022145597.1,29056273,29058071
NW_022145597.1,29035138,29036602
NW_022145606.1,50563210,50584008
NW_022145612.1,13008290,13014089
NW_022145600.1,28664575,28666699
NW_022145600.1,26142242,26143765
NW_022145600.1,28707260,28713067
NW_022145600.1,26185335,26191253
NW_022145598.1,36005006,36011920
NW_022145598.1,24032672,24033891
NW_022145609.1,22903908,22917448
NW_022145609.1,22903908,22917448
NW_022145605.1,18058537,18064938
NW_022145576.1,2222670,2228024
NW_022145576.1,2241470,2244783
NW_022145604.1,8973913,8975468
NW_022145615.1,33226999,33228122
NW_022145600.1,34436767,34440810
NW_022145606.1,31664197,31671730
NW_022145606.1,29747256,29756053
NW_022145606.1,29753585,29756053
NW_022145606.1,31663715,31684595
NW_022145606.1,31664197,31675699
NW_022145606.1,29744497,29756053
NW_022145606.1,31664200,31671730
NW_022145606.1,29747256,29754835
NW_022145613.1,21588314,21597640
NW_022145613.1,8349022,8351268
NW_022145609.1,13741548,13744496
NW_022145607.1,962861,965409
NW_022145604.1,561335,564284
NW_022145602.1,20198160,20201109
NW_022145598.1,36516566,36518754
NW_022145610.1,30606038,30608350
NW_022145610.1,31991476,31993786
NW_022145610.1,30467531,30469841
NW_022145610.1,30677002,30680492
NW_022145615.1,1240813,1244504
NW_022145615.1,878905,883241
NW_022145615.1,793814,798692
NW_022145615.1,786514,789691
NW_022145615.1,783124,789691
NW_022145602.1,3955675,3956471
NW_022145605.1,13183098,13184966
NW_022145605.1,13183098,13184845
NW_022145605.1,13159503,13170903
NW_022145605.1,13119040,13122359
NW_022145611.1,34350775,34364231
NW_022145611.1,34141027,34169193
NW_022145611.1,34141000,34169193
NW_022145611.1,34140913,34169193
NW_022145611.1,33986502,33990188
NW_022145598.1,34974985,34976199
NW_022145598.1,34974985,34976199
NW_022145598.1,34971137,34971567
NW_022145612.1,28927268,28928883
NW_022145612.1,29008363,29017244
NW_022145612.1,29042282,29043876
NW_022145612.1,29179924,29182631
NW_022145612.1,29396197,29424815
NW_022145612.1,29433128,29439720
NW_022145612.1,29434800,29436730
NW_022145610.1,5781724,5789269
NW_022145610.1,5860433,5865337
NW_022145606.1,29836128,29836771
NW_022145606.1,31321304,31321949
NW_022145606.1,29993422,29994083
NW_022145606.1,31464889,31465532
NW_022145606.1,29837065,29839352
NW_022145606.1,31462311,31464264
NW_022145603.1,17666324,17668847
NW_022145601.1,34596201,34634828
NW_022145601.1,34596201,34634520
NW_022145615.1,9351483,9355380
NW_022145604.1,30031150,30037317
NW_022145541.1,1047394,1054236
NW_022145541.1,1035217,1037384
NW_022145604.1,30098527,30099532
NW_022145541.1,1012655,1014666
NW_022145604.1,30101567,30116220
NW_022145604.1,30110802,30115009
NW_022145612.1,21325198,21327959
NW_022145599.1,30096994,30100227
NW_022145612.1,21326726,21327959
NW_022145599.1,30098993,30100227
NW_022145612.1,21325198,21327959
NW_022145599.1,30096994,30100227
NW_022145601.1,2097022,2099817
NW_022145597.1,33157723,33160492
NW_022145598.1,4619676,4626045
NW_022145598.1,4619829,4624185
NW_022145598.1,4634944,4660001
NW_022145613.1,25324602,25335550
NW_022145594.1,12443029,12448517
NW_022145612.1,25888740,25895467
NW_022145566.1,2577191,2583909
NW_022145612.1,25888740,25895467
NW_022145566.1,2577191,2583909
NW_022145612.1,25919029,25934393
NW_022145566.1,2607703,2623100
NW_022145612.1,25925329,25926172
NW_022145566.1,2613987,2614837
NW_022145566.1,2761758,2763962
NW_022145599.1,12946029,12949295
NW_022145599.1,12936658,12945390
